normalized_name,n_records,n_domains
edutech,6,6
ocular,6,6
aer,6,6
lunar,6,6
experience,6,6
lifetime,6,6
invictus,6,6
mark,6,6
vega,6,6
metro,6,6
ecom,6,6
certus,6,6
abl,6,6
action,6,6
conecta,6,6
shape,6,6
int,6,6
fastlane,6,6
seam,6,6
trivium,6,6
pulsar,6,6
above,6,6
parity,6,6
engineering services,6,6
bravura,6,6
outline,6,6
cap,6,6
compute,6,6
deal,6,6
digital marketing,6,6
filo,6,6
mitech,6,6
visionary,6,6
artificial intelligence,6,6
kestrel,6,6
nuage,6,6
bring,6,6
alpha it,6,6
april,6,6
offshore,6,6
pass,6,6
domain,6,6
rabbit,6,6
boon,6,6
curio,6,6
iot,6,6
autonomous,6,6
lattice,6,6
ants,6,6
ohana,6,6
infonet,6,6
variant,6,6
rg,6,6
luminate,6,6
i5,6,6
vantage point,6,6
smt,6,6
mvp,6,6
brainbox,6,6
collective,6,6
select,6,6
kala,6,6
creator,6,6
idata,6,6
arvo,6,6
ignition,6,6
h3,6,6
tripod,6,6
wunder,6,6
perception,6,6
swing,6,6
ok,6,6
herd,6,6
remote,6,6
edit,6,6
value,6,6
cape,6,6
paladin,6,6
f2,6,6
ak,6,6
cloudfirst,6,6
edi,6,6
enovate,6,6
booster,6,6
novus,6,6
rush,6,6
mnemonic,6,6
rainbow,6,6
dt,6,6
virtua,6,6
tools,6,6
audience,6,6
wink,6,6
aptitude,6,6
ccs,6,6
designs,6,6
med,6,6
tonic,6,6
btech,6,6
automotive,6,6
e2e,6,6
dodo,6,6
polymath,6,6
it support,6,6
impower,6,6
valence,6,6
bps,6,6
chirp,6,6
curate,6,6
ramp,6,6
innovatech,6,6
gs,6,6
olio,6,6
vista,6,6
boss,6,6
slash,6,6
pylon,6,6
telescope,6,6
arcane,6,6
business it,6,6
house,6,6
v2,6,6
teleport,6,6
sero,6,6
sparx,6,6
lucy,6,6
self,6,6
multiverse,6,6
karbon,6,6
glass,6,6
ux,6,6
multiply,6,6
olivia,6,6
bagel,5,5
posh,5,5
sims,5,5
hex,5,5
luminous,5,5
lisa,5,5
fomo,5,5
ambar,5,5
geek,5,5
a2z,5,5
breathe,5,5
tenex,5,5
mech,5,5
mecha,5,5
simplify,5,5
tenet,5,5
cj,5,5
tendo,5,5
sparkle,5,5
tenacity,5,5
surf,5,5
chip,5,5
workbench,5,5
dialect,5,5
crafty,5,5
confluence,5,5
enet,5,5
lumen,5,5
ryde,5,5
digital hub,5,5
tella,5,5
s2,5,5
ability,5,5
telesto,5,5
equity,5,5
telecom,5,5
gcs,5,5
caribou,5,5
diamond,5,5
innovare,5,5
helium,5,5
sabi,5,5
gbs,5,5
isi,5,5
anna,5,5
bifrost,5,5
spec,5,5
docket,5,5
goin,5,5
hedge,5,5
foreach,5,5
bird,5,5
safehouse,5,5
goji,5,5
string,5,5
techx,5,5
amt,5,5
do,5,5
digital impact,5,5
spectre,5,5
ms,5,5
safety,5,5
speed,5,5
dns,5,5
techsmart,5,5
pier,5,5
wide,5,5
primus,5,5
datafy,5,5
structure,5,5
mplus,5,5
woo,5,5
foresite,5,5
peloton,5,5
silo,5,5
summer,5,5
ciao,5,5
accelera,5,5
ls,5,5
medical billing,5,5
loyal,5,5
assured,5,5
medicus,5,5
sales,5,5
welink,5,5
cr,5,5
movin,5,5
fork,5,5
forma,5,5
carrier,5,5
spine,5,5
spire,5,5
head,5,5
event,5,5
formative,5,5
wolk,5,5
atmos,5,5
animus,5,5
signify,5,5
wolfpack,5,5
mova,5,5
motus,5,5
powerhouse,5,5
motum,5,5
aix,5,5
motivity,5,5
splash,5,5
datalab,5,5
datalabs,5,5
order,5,5
sign,5,5
techcare,5,5
anima,5,5
spline,5,5
adagio,5,5
bento,5,5
ast,5,5
lore,5,5
hawk,5,5
goose,5,5
backbone,5,5
sand,5,5
innosoft,5,5
fortify,5,5
contego,5,5
emtek,5,5
spotlite,5,5
moove,5,5
loops,5,5
fortis,5,5
sift,5,5
sanity,5,5
moov,5,5
wizards,5,5
piggy,5,5
wiz,5,5
legend,5,5
spread,5,5
cover,5,5
advise,5,5
arrows,5,5
ingame,5,5
clip,5,5
diversified,5,5
ingenia,5,5
td,5,5
sar,5,5
sprint,5,5
moonshot,5,5
emtech,5,5
grs,5,5
cas,5,5
sat,5,5
blast,5,5
foster,5,5
equal,5,5
cascade,5,5
ispace,5,5
found,5,5
as,5,5
satoshi,5,5
empath,5,5
cinnamon,5,5
cipher,5,5
circa,5,5
akira,5,5
squadra,5,5
mello,5,5
squeeze,5,5
sen,5,5
squire,5,5
west,5,5
gp,5,5
ars,5,5
ever,5,5
monitor,5,5
district,5,5
futura,5,5
applica,5,5
conexus,5,5
tapestry,5,5
circles,5,5
memento,5,5
wish,5,5
showcase,5,5
aec,5,5
wiser,5,5
tangle,5,5
pragma,5,5
lithium,5,5
disruptive,5,5
sbs,5,5
display,5,5
outsourced,5,5
wisely,5,5
ender,5,5
talon,5,5
monad,5,5
shout,5,5
logos,5,5
st,5,5
scaleup,5,5
momo,5,5
discovery,5,5
amara,5,5
scan,5,5
bite,5,5
logix,5,5
evolute,5,5
primal,5,5
wired,5,5
moments,5,5
mentor,5,5
talisman,5,5
moka,5,5
grain,5,5
sequel,5,5
schema,5,5
convey,5,5
logics,5,5
handy,5,5
origo,5,5
cit,5,5
bex,5,5
shine,5,5
accelerate,5,5
dataquest,5,5
grape,5,5
arya,5,5
sci,5,5
lite,5,5
tai,5,5
merchant,5,5
artius,5,5
frank,5,5
sep,5,5
agent,5,5
shifter,5,5
datascope,5,5
grapes,5,5
modal,5,5
braid,5,5
cp,5,5
tack,5,5
logical,5,5
logica,5,5
start,5,5
tac,5,5
tabula,5,5
zentek,5,5
lit,5,5
libra,5,5
mero,5,5
itcs,5,5
artera,5,5
ingenuity,5,5
stash,5,5
datasmart,5,5
stat,5,5
fullstack,5,5
sytech,5,5
linq,5,5
halcyon,5,5
systema,5,5
hal,5,5
equator,5,5
premium,5,5
haiku,5,5
efficient,5,5
crypto,5,5
falco,5,5
version,5,5
vero,5,5
coin,5,5
pax,5,5
bynd,5,5
book,5,5
status,5,5
fame,5,5
verified,5,5
quant,5,5
june,5,5
quantum leap,5,5
nymbl,5,5
cohort,5,5
patriot,5,5
imedia,5,5
cohesive,5,5
crunch,5,5
quarks,5,5
jupiter,5,5
js,5,5
faraday,5,5
nx,5,5
converged,5,5
nw,5,5
im,5,5
nvision,5,5
csa,5,5
3i,5,5
empire,5,5
archetype,5,5
quadra,5,5
quad,5,5
nuvola,5,5
invision,5,5
zillion,5,5
quick,5,5
architects,5,5
fresh,5,5
boolean,5,5
agile business,5,5
ilink,5,5
quill,5,5
quilt,5,5
quinn,5,5
bonfire,5,5
ven,5,5
iona,5,5
ego,5,5
archer,5,5
vektor,5,5
ensemble,5,5
quivr,5,5
payd,5,5
steady,5,5
adopt,5,5
conquest,5,5
collaborative,5,5
ikon,5,5
insurance,5,5
jolt,5,5
join,5,5
dimensions,5,5
agm,5,5
office,5,5
cognito,5,5
vin,5,5
vcloud,5,5
education,5,5
kahuna,5,5
plain,5,5
r2,5,5
r3,5,5
vayu,5,5
stealth,5,5
bracket,5,5
sdc,5,5
cto,5,5
raccoon,5,5
collect,5,5
playmaker,5,5
abt,5,5
nss,5,5
nsi,5,5
mobi,5,5
radian,5,5
fearless,5,5
kale,5,5
vip,5,5
collide,5,5
radio,5,5
steer,5,5
brink,5,5
virgo,5,5
edison,5,5
cross,5,5
valor,5,5
okapi,5,5
business services,5,5
raindrop,5,5
diligent,5,5
payme,5,5
baobab,5,5
pyxis,5,5
se,5,5
feel,5,5
novo,5,5
ahoy,5,5
empirical,5,5
digital consulting,5,5
fello,5,5
ies,5,5
ink,5,5
color,5,5
novem,5,5
digital media,5,5
virtual it,5,5
rand,5,5
plaza,5,5
range,5,5
oliver,5,5
cody,5,5
brisk,5,5
bash,5,5
business intelligence,5,5
cron,5,5
oso,5,5
eddy,5,5
jit,5,5
idm,5,5
basic,5,5
nous,5,5
notus,5,5
idesign,5,5
push,5,5
raptor,5,5
partner it,5,5
ecube,5,5
virtue,5,5
improve,5,5
olympus,5,5
inspira,5,5
virtus,5,5
uptick,5,5
yoyo,5,5
interlock,5,5
omada,5,5
business continuity,5,5
business consulting,5,5
visible,5,5
aw,5,5
ravel,5,5
avant,5,5
cactus,5,5
allies,5,5
critical,5,5
elastic,5,5
ray,5,5
idealogic,5,5
omi,5,5
cumulus,5,5
bridger,5,5
in2,5,5
combine,5,5
arca,5,5
upgrade,5,5
bob,5,5
borealis,5,5
bos,5,5
mj,5,5
rcs,5,5
extranet,5,5
rd,5,5
mixer,5,5
inbound,5,5
pss,5,5
kd,5,5
ida,5,5
psp,5,5
react,5,5
cure,5,5
kea,5,5
vita,5,5
omnium,5,5
keen,5,5
pse,5,5
crisp,5,5
vito,5,5
incite,5,5
keep,5,5
synchro,5,5
keepers,5,5
bay,5,5
extend,5,5
unknown,5,5
curious,5,5
viv,5,5
plot,5,5
crimson,5,5
elementary,5,5
jd,5,5
bms,5,5
oneclick,5,5
node,5,5
onecloud,5,5
unit,5,5
noble,5,5
commit,5,5
ecm,5,5
rebase,5,5
uniq,5,5
vnext,5,5
synaptic,5,5
aline,5,5
jasper,5,5
adex,5,5
cake,5,5
fika,5,5
ags,5,5
credit,5,5
cursor,5,5
protocol,5,5
digital convergence,5,5
clearspace,5,5
unicode,5,5
it consulting,5,5
undo,5,5
volume,5,5
sec,5,5
nit,5,5
uncommon,5,5
mill,5,5
bluwave,5,5
ipath,5,5
record,5,5
fin,5,5
recovery,5,5
ipay,5,5
ec,5,5
brite,5,5
industrial services,5,5
nine,5,5
onesource,5,5
arcus,5,5
community,5,5
comnet,5,5
caliber,5,5
one system,5,5
icare,5,5
ineo,5,5
author,5,5
arbor,5,5
redbrick,5,5
yuzu,5,5
plum,5,5
aicon,5,5
redd,5,5
ibridge,5,5
vsoft,5,5
ubitech,5,5
ubiquity,5,5
ipcom,5,5
arena,5,5
authentic,5,5
elite automation,5,5
companion,5,5
ibis,5,5
prospect,5,5
prosource,5,5
twist,5,5
kickstart,5,5
elite web,5,5
aida,5,5
w3,5,5
evolv,5,5
twig,5,5
brix,5,5
bound,5,5
ennova,5,5
allo,5,5
props,5,5
ground,5,5
cws,5,5
bitnet,5,5
kind,5,5
tutor,5,5
tusk,5,5
propoint,5,5
aurum,5,5
onramp,5,5
alive,5,5
hyre,5,5
proper,5,5
ap,5,5
callisto,5,5
xr,5,5
broad,5,5
bluestar,5,5
tsg,5,5
pluto,5,5
cyan,5,5
hyperspace,5,5
ivory,5,5
watch,5,5
oodles,5,5
complete it,5,5
epm,5,5
reflect,5,5
calyx,5,5
complex,5,5
bluesoft,5,5
kinship,5,5
trusted,5,5
exon,5,5
cyber defense,5,5
inflow,5,5
truffle,5,5
parasol,5,5
aces,5,5
infocom,5,5
blueshift,5,5
truenorth,5,5
earlybird,5,5
exo,5,5
wavy,5,5
xpand,5,5
guidance,5,5
conversant,5,5
ipower,5,5
pmt,5,5
fio,5,5
consultancy,5,5
section,5,5
pci,5,5
relevant,5,5
itx,5,5
wear,5,5
allware,5,5
weaver,5,5
altek,5,5
epicenter,5,5
trove,5,5
tron,5,5
etch,5,5
openmind,5,5
emagine,5,5
reload,5,5
camp,5,5
creative business,5,5
pivotal,5,5
box,5,5
mis,5,5
cybernet,5,5
hybrid,5,5
remarkable,5,5
ce,5,5
xlab,5,5
klever,5,5
nexa,5,5
projects,5,5
metasoft,5,5
pocket,5,5
argus,5,5
sterling,5,5
computech,5,5
remix,5,5
remo,5,5
remora,5,5
adn,5,5
campus,5,5
zap,5,5
corex,5,5
it solution,5,5
e2,5,5
swyft,5,5
web design,5,5
podium,5,5
cds,5,5
can,5,5
stg,5,5
cooper,5,5
it services,5,5
blue planet,5,5
trim,5,5
trilogy,5,5
alcor,5,5
aya,5,5
outbound,5,5
metaverse,5,5
trigger,5,5
newlogic,5,5
knack,5,5
miris,5,5
b2,5,5
excelsior,5,5
dynamik,5,5
stitch,5,5
informed,5,5
optic,5,5
knot,5,5
tribute,5,5
optimal,5,5
bullseye,5,5
triangle,5,5
aptus,5,5
august,5,5
triad,5,5
para,5,5
infosoft,5,5
bluenote,5,5
perch,5,5
lightning,5,5
analytic,5,5
itps,5,5
emergent,5,5
resilience,5,5
trend,5,5
mirai,5,5
webstudio,5,5
os,5,5
bindr,5,5
mana,5,5
managed,5,5
smart data,5,5
resource,5,5
infotek,5,5
enco,5,5
cynosure,5,5
manager,5,5
responsive,5,5
alphabyte,5,5
stn,5,5
kode,5,5
btc,5,5
kodex,5,5
xenia,5,5
networking,5,5
beans,5,5
dx,5,5
giga,5,5
advanced engineering,5,5
optio,5,5
enhance,5,5
rethink,5,5
emi,5,5
smart business,5,5
trail,5,5
manna,5,5
chameleon,5,5
get it,5,5
flamingo,5,5
procyon,5,5
netstar,5,5
mainstream,5,5
mainstay,5,5
aerospace,5,5
stock,5,5
derive,5,5
stoic,5,5
bluelight,5,5
demand,5,5
reverse,5,5
revert,5,5
hts,5,5
marco,5,5
acorn,5,5
get,5,5
pollux,5,5
delve,5,5
touchstone,5,5
revival,5,5
cdm,5,5
setup,5,5
revolution,5,5
sme,5,5
magpie,5,5
audit,5,5
market,5,5
webworx,5,5
arista,5,5
fleming,5,5
bim,5,5
magnifi,5,5
rewind,5,5
hr,5,5
d3,5,5
smpl,5,5
sensor,5,5
torpedo,5,5
torii,5,5
amigo,5,5
duality,5,5
dts,5,5
magnet,5,5
topia,5,5
4sight,5,5
kore,5,5
netcloud,5,5
capella,5,5
hover,5,5
kosmos,5,5
tomi,5,5
chaos,5,5
polymer,5,5
webx,5,5
slang,5,5
greenfield,5,5
innovo,5,5
kp,5,5
capital,5,5
peritus,5,5
desk,5,5
today,5,5
amped,5,5
cmd,5,5
aloha,5,5
envoy,5,5
glider,5,5
right click,5,5
lili,5,5
metronome,5,5
axe,5,5
magellan,5,5
bluefin,5,5
tmc,5,5
whitebox,5,5
daisy,5,5
pongo,5,5
destiny,5,5
wecare,5,5
axel,5,5
engineering consulting,5,5
sns,5,5
ringo,5,5
page,5,5
cm,5,5
artifact,5,5
piper,5,5
exceed,5,5
titanium,5,5
wps,5,5
mae,5,5
limber,5,5
glint,5,5
martech,5,5
madison,5,5
hopscotch,5,5
society,5,5
deus,5,5
innovent,5,5
wecode,5,5
ksoft,5,5
skylark,5,5
skylab,5,5
convert,5,5
bluecube,5,5
mason,5,5
activo,5,5
socrates,5,5
mast,5,5
advanced technical,5,5
capsule,5,5
dante,5,5
charm,5,5
global engineering,5,5
genomics,5,5
civic,5,5
built,5,5
needle,5,5
timeline,5,5
nectar,5,5
amplifi,5,5
woven,5,5
sesame,5,5
rm,5,5
whiz,5,5
tim,5,5
agr,5,5
kura,5,5
tier,5,5
tie,5,5
tide,5,5
ncs,5,5
dreams,5,5
thunderbolt,5,5
naya,5,5
holo,5,5
global network,5,5
analytika,5,5
mabel,5,5
engin,5,5
skill,5,5
bpm,5,5
bios,5,5
genisys,5,5
third eye,5,5
attollo,5,5
flox,5,5
fluence,5,5
solidus,5,5
thinktech,5,5
thinktank,5,5
pack,5,5
solis,5,5
think tank,5,5
innovative it,5,5
nava,5,5
thinksmart,5,5
dart,5,5
brainstorm,5,5
thinker,5,5
robotic,5,5
conductor,5,5
m3,5,5
mavericks,5,5
flutter,5,5
pencil,5,5
solomon,5,5
robust,5,5
labo,5,5
solstice,5,5
solu,5,5
weel,5,5
solutio,5,5
hitech,5,5
dovetail,5,5
mink,5,5
pac,5,5
dcm,5,5
roger,5,5
theo,5,5
lyric,5,5
digital transformation,5,5
dexter,5,5
roll,5,5
site,5,5
amplio,5,5
sisu,5,5
hindsight,5,5
peer,5,5
na,5,5
the collective,5,5
intro,5,5
laminar,5,5
isc,5,5
sora,5,5
bloks,5,5
ans,5,5
land,5,5
general,5,5
thalamus,5,5
armada,5,5
altum,5,5
highrise,5,5
mia,5,5
texture,5,5
highfive,5,5
round,5,5
highbrow,5,5
focal,5,5
intrinsic,5,5
gsi,5,5
language,5,5
further,5,5
anova,5,5
sion,5,5
babel,5,5
dg,5,5
lantern,5,5
inter,5,5
american,5,5
at,5,5
mcs,5,5
altus,5,5
chief,5,5
bpo,5,5
rpm,5,5
lara,5,5
deepsight,5,5
done,5,5
chime,5,5
me,5,5
spaces,5,5
geeks,5,5
simulation,5,5
serve,5,5
folio,5,5
rtc,5,5
atrium,5,5
oyster,5,5
oxygen,5,5
aime,5,5
diagonal,5,5
fuel,5,5
pos,5,5
poseidon,5,5
terminus,5,5
latitude,5,5
goat,5,5
mural,4,4
peruse,4,4
pesto,4,4
petal,4,4
aditi,4,4
pg,4,4
epica,4,4
intercept,4,4
pharos,4,4
controls,4,4
axioma,4,4
epiphany,4,4
phix,4,4
interlink,4,4
phoenix consulting,4,4
photon,4,4
interon,4,4
interop,4,4
pico,4,4
interplay,4,4
pid,4,4
intersect,4,4
equality,4,4
pim,4,4
convo,4,4
equilibrium,4,4
er,4,4
alltech,4,4
cool,4,4
ergo,4,4
pi square,4,4
eri,4,4
pit,4,4
coordinate,4,4
erp,4,4
adler,4,4
copious,4,4
error,4,4
invent,4,4
erudite,4,4
es,4,4
brightside,4,4
pixie,4,4
cor,4,4
apsis,4,4
plane,4,4
invisible,4,4
planit,4,4
plank,4,4
involve,4,4
invox,4,4
esign,4,4
esm,4,4
esmart,4,4
plasma,4,4
esolutions,4,4
platypus,4,4
aztec,4,4
core consulting,4,4
ionix,4,4
pledge,4,4
core information,4,4
plex,4,4
esr,4,4
ess,4,4
iov,4,4
est,4,4
plural,4,4
plus one,4,4
plusone,4,4
broadband,4,4
et,4,4
ipos,4,4
pmx,4,4
ips,4,4
pogo,4,4
corner,4,4
b2e,4,4
corporate,4,4
eti,4,4
iquest,4,4
pollinate,4,4
poly,4,4
correct,4,4
polymorph,4,4
irix,4,4
irm,4,4
b3,4,4
pond,4,4
ponder,4,4
brothers,4,4
etu,4,4
euclid,4,4
irs,4,4
irys,4,4
brox,4,4
portable,4,4
corvus,4,4
iseek,4,4
potion,4,4
powder coating,4,4
isolutions,4,4
ison,4,4
bsi,4,4
eventual,4,4
ppt,4,4
eventus,4,4
practical,4,4
count,4,4
practice,4,4
pragmatic,4,4
bst,4,4
alp,4,4
ita,4,4
evernet,4,4
every,4,4
predict,4,4
prediction,4,4
itconnect,4,4
premise,4,4
bubble,4,4
prescience,4,4
press,4,4
cowork,4,4
prestige,4,4
pricing,4,4
prim,4,4
itest,4,4
itex,4,4
itg,4,4
evox,4,4
primo,4,4
iti,4,4
builders,4,4
badger,4,4
exa,4,4
itk,4,4
privacy,4,4
ara,4,4
itm,4,4
crater,4,4
it management,4,4
proactive,4,4
itmc,4,4
probe,4,4
probit,4,4
probity,4,4
admin,4,4
proceed,4,4
ito,4,4
admiral,4,4
procomm,4,4
itos,4,4
itp,4,4
procure,4,4
bulletproof,4,4
it professionals,4,4
productiv,4,4
products,4,4
create it,4,4
prodx,4,4
creatify,4,4
profusion,4,4
executive,4,4
itsm,4,4
alpha code,4,4
creations,4,4
pro it,4,4
itss,4,4
bump,4,4
bunch,4,4
exergy,4,4
proline,4,4
itw,4,4
itware,4,4
creative it,4,4
bundle,4,4
promenade,4,4
promethean,4,4
ivo,4,4
creative web,4,4
proov,4,4
exp,4,4
aca,4,4
prophecy,4,4
proptech,4,4
propulsion,4,4
ix,4,4
prosperity,4,4
cred,4,4
protagonist,4,4
protean,4,4
protect,4,4
protos,4,4
crema,4,4
proweb,4,4
cresco,4,4
express,4,4
jelly,4,4
psi,4,4
pst,4,4
pts,4,4
banter,4,4
pull,4,4
pulley,4,4
jidoka,4,4
business dna,4,4
banyan,4,4
ez,4,4
pursuit,4,4
jm,4,4
q2,4,4
qara,4,4
jnet,4,4
crosscheck,4,4
butler,4,4
fable,4,4
qi,4,4
crossing,4,4
fabricating,4,4
fabriq,4,4
jointly,4,4
fabtech,4,4
jolly,4,4
jones,4,4
crowd,4,4
josh,4,4
qr,4,4
faction,4,4
qsolutions,4,4
joyn,4,4
crown,4,4
qu,4,4
barometer,4,4
jp,4,4
jr,4,4
bx,4,4
juggle,4,4
jugo,4,4
juicebox,4,4
fairway,4,4
byond,4,4
agx,4,4
jumo,4,4
byron,4,4
jumpstart,4,4
fanbase,4,4
basalt,4,4
quasar,4,4
far,4,4
qube,4,4
architech,4,4
queo,4,4
query,4,4
agyl,4,4
farsight,4,4
csn,4,4
csp,4,4
jvr,4,4
cst,4,4
fastech,4,4
architecture,4,4
quiq,4,4
quiver,4,4
quix,4,4
quixotic,4,4
k3,4,4
quokka,4,4
fast forward,4,4
ctc,4,4
fast track,4,4
c2c,4,4
fave,4,4
ctm,4,4
archive,4,4
rad,4,4
feather,4,4
rafiki,4,4
kana,4,4
femto,4,4
random,4,4
ranger,4,4
kapture,4,4
cubit,4,4
basil,4,4
karta,4,4
ras,4,4
culture,4,4
rattle,4,4
adrem,4,4
kat,4,4
rays,4,4
katch,4,4
raz,4,4
razor,4,4
rbs,4,4
kb,4,4
alphatech,4,4
rds,4,4
kcs,4,4
curator,4,4
curie,4,4
realize,4,4
realtime,4,4
current,4,4
reborn,4,4
kern,4,4
reco,4,4
reconnect,4,4
fina,4,4
keyhole,4,4
keysoft,4,4
ardent,4,4
find,4,4
calico,4,4
findr,4,4
cutting edge,4,4
call,4,4
aide,4,4
fingertips,4,4
fingo,4,4
red ocean,4,4
kilo,4,4
redox,4,4
cx,4,4
redshift,4,4
kinetics,4,4
redwood,4,4
reef,4,4
argent,4,4
refine,4,4
bct,4,4
cyber cloud,4,4
reflex,4,4
camber,4,4
refresh,4,4
regatta,4,4
altech,4,4
reindeer,4,4
kismet,4,4
cambium,4,4
relai,4,4
relate,4,4
cambrian,4,4
kites,4,4
argon,4,4
fira,4,4
argonaut,4,4
klar,4,4
relive,4,4
cami,4,4
rem,4,4
remedia,4,4
remi,4,4
bdp,4,4
cyberone,4,4
kloud,4,4
remy,4,4
ren,4,4
klutch,4,4
canary,4,4
firstly,4,4
renovo,4,4
cyborg,4,4
candid,4,4
knight,4,4
knit,4,4
fiscal,4,4
represent,4,4
republic,4,4
reputation,4,4
cyclops,4,4
fisheye,4,4
res,4,4
candle,4,4
reservoir,4,4
cynch,4,4
kobalt,4,4
restech,4,4
restore,4,4
kodo,4,4
canny,4,4
retain,4,4
beanstalk,4,4
retrace,4,4
koko,4,4
flagship,4,4
flame,4,4
komodo,4,4
3rdi,4,4
koncept,4,4
revi,4,4
konekt,4,4
revio,4,4
flawless,4,4
fledge,4,4
d2,4,4
revolt,4,4
canvs,4,4
revup,4,4
flexa,4,4
koop,4,4
aristi,4,4
capacity,4,4
aristotle,4,4
rhodium,4,4
rhythm,4,4
daedalus,4,4
ribbon,4,4
rich,4,4
flexr,4,4
dai,4,4
kpi,4,4
ride,4,4
adtech,4,4
kraftwerk,4,4
dain,4,4
rift,4,4
flexy,4,4
flick,4,4
flink,4,4
riley,4,4
arize,4,4
dajo,4,4
capitol,4,4
ris,4,4
kronos,4,4
capsa,4,4
kryptos,4,4
floki,4,4
rits,4,4
riva,4,4
kube,4,4
kubo,4,4
rivo,4,4
kulture,4,4
kumo,4,4
kw,4,4
roadmap,4,4
dark horse,4,4
roar,4,4
kyte,4,4
robot,4,4
car,4,4
altr,4,4
caravel,4,4
rocketship,4,4
labyrinth,4,4
rodeo,4,4
lagom,4,4
roost,4,4
flyx,4,4
rosa,4,4
roster,4,4
lango,4,4
roundtable,4,4
foco,4,4
rove,4,4
lantech,4,4
armory,4,4
laplace,4,4
rs,4,4
rs automation,4,4
rsc,4,4
datachain,4,4
lasso,4,4
bell,4,4
latent,4,4
caret,4,4
lateral,4,4
rubik,4,4
datacube,4,4
rune,4,4
runtime,4,4
data driven,4,4
cargo,4,4
accela,4,4
ryan,4,4
ryze,4,4
layer3,4,4
layerx,4,4
advanced computer,4,4
layup,4,4
lazarus,4,4
carl,4,4
datafruit,4,4
saffron,4,4
saga,4,4
carmen,4,4
sages,4,4
leadr,4,4
sail,4,4
leaf,4,4
aims,4,4
activ,4,4
league,4,4
carousel,4,4
leapfrog,4,4
formation,4,4
data insight,4,4
data intelligence,4,4
arrive,4,4
sami,4,4
fort,4,4
sanctuary,4,4
carter,4,4
aimy,4,4
beon,4,4
sands,4,4
fortitude,4,4
arrowhead,4,4
fortuna,4,4
amalgam,4,4
datamart,4,4
legato,4,4
datametrics,4,4
sarus,4,4
datamind,4,4
datamix,4,4
casa,4,4
lens,4,4
saturn,4,4
founders,4,4
case,4,4
datanet,4,4
savi,4,4
less,4,4
let,4,4
datanext,4,4
say,4,4
berry,4,4
sbit,4,4
besafe,4,4
scala,4,4
lev,4,4
scalar,4,4
levels,4,4
scantech,4,4
artech,4,4
lever,4,4
scarlet,4,4
data pro,4,4
datapro,4,4
sciences,4,4
scientific,4,4
scio,4,4
scm,4,4
cassini,4,4
freeform,4,4
freeman,4,4
script,4,4
castor,4,4
sct,4,4
aio,4,4
lifeline,4,4
cat,4,4
life science,4,4
sdx,4,4
seal,4,4
best practice,4,4
lightbox,4,4
secret,4,4
sector,4,4
secured,4,4
securetech,4,4
lightstream,4,4
ligo,4,4
securus,4,4
lilac,4,4
articulate,4,4
limbic,4,4
limelight,4,4
seen,4,4
artificial,4,4
seesaw,4,4
fts,4,4
sei,4,4
seismic,4,4
cayenne,4,4
lingo,4,4
cb,4,4
seller,4,4
dauntless,4,4
sema,4,4
semantic,4,4
linkit,4,4
semble,4,4
david,4,4
links,4,4
linku,4,4
full stack,4,4
bevy,4,4
day,4,4
sensing,4,4
cbs,4,4
fun,4,4
lion,4,4
day one,4,4
funnel,4,4
cc,4,4
dayspring,4,4
sentier,4,4
sentio,4,4
db,4,4
fusion consulting,4,4
dba,4,4
listo,4,4
cci,4,4
sepal,4,4
sepia,4,4
literal,4,4
sequence,4,4
dbc,4,4
sequent,4,4
litmus,4,4
little,4,4
serene,4,4
dbs,4,4
ccr,4,4
server,4,4
future media,4,4
futureproof,4,4
futures,4,4
liven,4,4
servus,4,4
futuristic,4,4
lmc,4,4
sf,4,4
sfera,4,4
lms,4,4
ambitious,4,4
shade,4,4
de,4,4
shake,4,4
g2,4,4
g4,4,4
ga,4,4
share it,4,4
locker,4,4
gage,4,4
locus,4,4
arwen,4,4
debut,4,4
deca,4,4
shepherd,4,4
sherlock,4,4
gala,4,4
galactica,4,4
logicloud,4,4
decent,4,4
ship,4,4
decibel,4,4
logis,4,4
decipher,4,4
logit,4,4
show,4,4
gambit,4,4
bhive,4,4
london,4,4
lonestar,4,4
sia,4,4
siam,4,4
deco,4,4
sid,4,4
sidebar,4,4
sidekicks,4,4
loom,4,4
gaming,4,4
asana,4,4
advanced it,4,4
sightline,4,4
dedomena,4,4
lotic,4,4
loud,4,4
signet,4,4
ame,4,4
gataca,4,4
sila,4,4
loyalty,4,4
silver,4,4
silverback,4,4
ltc,4,4
cen,4,4
ascendant,4,4
sim,4,4
simbiosys,4,4
simmer,4,4
deepen,4,4
gd,4,4
gdm,4,4
ludus,4,4
lulo,4,4
ge,4,4
gear,4,4
simplicit,4,4
simplify it,4,4
center,4,4
simtec,4,4
simtech,4,4
lumo,4,4
gekko,4,4
lunchbox,4,4
gem,4,4
gemba,4,4
gemini,4,4
singleton,4,4
deepview,4,4
deep vision,4,4
deepx,4,4
luxy,4,4
accendo,4,4
centre,4,4
lydia,4,4
lydian,4,4
siro,4,4
big picture,4,4
centricity,4,4
sistemas,4,4
genesis consulting,4,4
six,4,4
advanced process,4,4
sj,4,4
ma,4,4
centum,4,4
skills,4,4
mach,4,4
skipper,4,4
machine,4,4
macro,4,4
delegate,4,4
skycom,4,4
bild,4,4
maddox,4,4
cerebro,4,4
